user_id,subject,topic,difficulty_level,total_questions,correct_answers,wrong_answers,topic_accuracy,attempt_count,study_duration_minutes,pre_test_score,post_test_score,improvement_score,mastery_level,needs_remedial,recommended_action,remediation_material_id,interaction_date
U01558,Programming,Conditional Logic,medium,5,2,3,40.0,4,62,36.66,71.33,34.67,weak,1,remedial,M0019,2026-01-25
U01559,English,Reading Comprehension,easy,15,9,6,60.0,5,53,55.15,62.25,7.1,partial,0,review,M0039,2026-03-01
U01560,Programming,Data Structures,medium,15,13,2,86.67,1,48,92.89,95.68,2.79,mastered,0,continue,M0030,2026-03-19
U01561,Digital Literacy,File Management,medium,20,6,14,30.0,3,50,34.01,53.21,19.2,weak,1,remedial,M0069,2026-04-16
U01562,Programming,Loops,hard,10,5,5,50.0,3,55,55.48,73.6,18.12,weak,1,remedial,M0022,2026-02-09
U01563,Mathematics,Statistics,easy,10,7,3,70.0,1,23,75.49,83.43,7.94,partial,0,review,M0010,2026-01-08
U01564,Digital Literacy,File Management,easy,5,5,0,100.0,2,31,100,100,0,mastered,0,continue,M0067,2026-04-30
U01565,Business,Marketing Basics,medium,5,4,1,80.0,1,30,81.38,81.48,0.1,mastered,0,continue,M0077,2026-03-07
U01566,Digital Literacy,Internet Safety,hard,5,3,2,60.0,3,58,58.63,62.31,3.68,partial,0,review,M0062,2026-01-22
U01567,Programming,Variables,easy,5,2,3,40.0,1,32,44.96,71.15,26.19,weak,1,remedial,M0017,2026-01-30
U01568,English,Writing,easy,5,5,0,100.0,1,20,93.68,95.35,1.67,mastered,0,continue,M0043,2026-01-21
U01569,Business,Entrepreneurship,easy,20,20,0,100.0,1,15,92.55,95.6,3.05,mastered,0,continue,M0087,2026-02-02
U01570,English,Grammar,hard,20,3,17,15.0,1,45,21.38,49.7,28.32,weak,1,remedial,M0035,2026-03-07
U01571,Digital Literacy,Data Privacy,hard,15,12,3,80.0,1,51,76.34,76.44,0.1,mastered,0,continue,M0065,2026-05-07
U01572,Science,Ecosystem,medium,10,4,6,40.0,3,47,47.89,69.25,21.36,weak,1,remedial,M0055,2026-01-15
U01573,Digital Literacy,Data Privacy,medium,20,7,13,35.0,1,25,37.75,72.74,34.99,weak,1,remedial,M0065,2026-05-04
U01574,Programming,Functions,easy,20,19,1,95.0,3,36,100,100,0,mastered,0,continue,M0026,2026-04-21
U01575,English,Reading Comprehension,medium,15,12,3,80.0,2,44,74.14,78.87,4.73,mastered,0,continue,M0038,2026-04-24
U01576,English,Writing,hard,5,5,0,100.0,4,66,97.32,99.55,2.23,mastered,0,continue,M0045,2026-02-03
U01577,Programming,Data Structures,easy,10,3,7,30.0,4,49,37.7,60.05,22.35,weak,1,remedial,M0028,2026-02-04
U01578,Science,Cells,medium,10,1,9,10.0,3,65,2.15,29.28,27.13,weak,1,remedial,M0046,2026-05-28
U01579,Science,Energy,medium,15,7,8,46.67,3,57,41.38,60.92,19.54,weak,1,remedial,M0054,2026-02-16
U01580,Digital Literacy,File Management,hard,20,14,6,70.0,1,23,65.58,77.17,11.59,partial,0,review,M0067,2026-04-23
U01581,Programming,Functions,medium,5,2,3,40.0,3,47,41.16,51.49,10.33,weak,1,remedial,M0026,2026-02-12
U01582,Business,Entrepreneurship,medium,15,3,12,20.0,2,39,20.03,34.03,14.0,weak,1,remedial,M0086,2026-02-03
U01583,Business,Customer Service,hard,15,8,7,53.33,3,22,50.04,73.32,23.28,weak,1,remedial,M0082,2026-02-05
U01584,Digital Literacy,Online Collaboration,medium,10,4,6,40.0,1,33,32.37,51.34,18.97,weak,1,remedial,M0072,2026-02-27
U01585,Programming,Loops,hard,5,1,4,20.0,1,37,23.34,36.96,13.62,weak,1,remedial,M0023,2026-01-07
U01586,Science,Energy,easy,10,6,4,60.0,4,35,62.19,75.9,13.71,partial,0,review,M0053,2026-01-16
U01587,Business,Financial Literacy,medium,20,16,4,80.0,2,38,79.59,79.89,0.3,mastered,0,continue,M0080,2026-01-18
U01588,English,Tenses,easy,20,16,4,80.0,4,33,79.54,80.15,0.61,mastered,0,continue,M0041,2026-01-30
U01589,Programming,Functions,easy,5,2,3,40.0,2,27,39.27,68.31,29.04,weak,1,remedial,M0026,2026-03-08
U01590,Mathematics,Algebra Basics,medium,10,8,2,80.0,4,58,83.17,86.22,3.05,mastered,0,continue,M0006,2026-01-03
U01591,Mathematics,Linear Equations,medium,20,5,15,25.0,1,43,21.48,35.38,13.9,weak,1,remedial,M0014,2026-05-18
U01592,Mathematics,Geometry,medium,20,13,7,65.0,3,46,60.39,74.58,14.19,partial,0,review,M0007,2026-03-02
U01593,Business,Business Communication,medium,10,9,1,90.0,3,28,84.76,88.44,3.68,mastered,0,continue,M0090,2026-02-05
U01594,Programming,Loops,medium,10,1,9,10.0,2,47,7.93,22.24,14.31,weak,1,remedial,M0023,2026-02-08
U01595,Digital Literacy,Basic Troubleshooting,easy,5,2,3,40.0,1,18,45.72,79.44,33.72,weak,1,remedial,M0075,2026-01-29
U01596,Digital Literacy,File Management,easy,5,3,2,60.0,1,59,65.56,79.38,13.82,partial,0,review,M0068,2026-03-22
U01597,Programming,Data Structures,easy,20,15,5,75.0,1,28,75.83,81.07,5.24,partial,0,review,M0028,2026-03-10
U01598,Programming,Loops,easy,20,14,6,70.0,1,26,62.43,75.28,12.85,partial,0,review,M0022,2026-03-12
U01599,Programming,Data Structures,easy,10,3,7,30.0,1,38,30.08,54.77,24.69,weak,1,remedial,M0030,2026-01-11
U01600,Mathematics,Geometry,hard,15,10,5,66.67,3,69,70.97,75.39,4.42,partial,0,review,M0008,2026-02-24
U01601,Programming,Functions,easy,15,12,3,80.0,1,35,76.68,79.13,2.45,mastered,0,continue,M0026,2026-03-23
U01602,Business,Business Communication,easy,15,13,2,86.67,1,25,82.94,85.98,3.04,mastered,0,continue,M0088,2026-02-02
U01603,Mathematics,Fractions,hard,20,1,19,5.0,1,51,3.47,31.78,28.31,weak,1,remedial,M0001,2026-03-14
U01604,Mathematics,Geometry,hard,20,11,9,55.0,2,52,49.31,59.66,10.35,weak,1,remedial,M0009,2026-05-16
U01605,Digital Literacy,Data Privacy,easy,15,11,4,73.33,4,54,80.93,92.6,11.67,partial,0,review,M0065,2026-01-31
U01606,English,Vocabulary,easy,5,2,3,40.0,3,46,43.86,70.91,27.05,weak,1,remedial,M0033,2026-03-06
U01607,Digital Literacy,Internet Safety,easy,15,12,3,80.0,1,24,73.73,77.76,4.03,mastered,0,continue,M0061,2026-01-29
U01608,Mathematics,Geometry,medium,10,8,2,80.0,3,62,82.19,82.2,0.01,mastered,0,continue,M0007,2026-02-12
U01609,Business,Financial Literacy,easy,5,2,3,40.0,1,26,35.85,52.89,17.04,weak,1,remedial,M0079,2026-02-14
U01610,Digital Literacy,Internet Safety,medium,15,11,4,73.33,2,44,66.7,78.1,11.4,partial,0,review,M0062,2026-02-17
U01611,Science,Energy,hard,5,2,3,40.0,2,49,34.68,55.28,20.6,weak,1,remedial,M0052,2026-03-23
U01612,Programming,Conditional Logic,easy,10,9,1,90.0,1,13,92.37,95.96,3.59,mastered,0,continue,M0019,2026-01-09
U01613,English,Reading Comprehension,hard,5,4,1,80.0,1,30,74.96,76.37,1.41,mastered,0,continue,M0038,2026-05-03
U01614,Digital Literacy,Internet Safety,hard,15,12,3,80.0,2,61,76.89,77.21,0.32,mastered,0,continue,M0062,2026-01-04
U01615,Science,Ecosystem,medium,20,7,13,35.0,1,32,37.38,70.12,32.74,weak,1,remedial,M0055,2026-05-22
U01616,Mathematics,Geometry,easy,5,5,0,100.0,2,33,92.63,93.2,0.57,mastered,0,continue,M0009,2026-05-15
U01617,Business,Business Communication,easy,5,5,0,100.0,1,28,100,100,0,mastered,0,continue,M0089,2026-03-28
U01618,Digital Literacy,Basic Troubleshooting,medium,15,6,9,40.0,3,57,41.64,55.89,14.25,weak,1,remedial,M0074,2026-03-01
U01619,Science,Matter,hard,20,12,8,60.0,2,62,64.85,74.09,9.24,partial,0,review,M0059,2026-04-17
U01620,Science,Energy,hard,5,4,1,80.0,2,60,83.51,85.89,2.38,mastered,0,continue,M0053,2026-01-15
U01621,English,Reading Comprehension,easy,10,8,2,80.0,1,33,79.51,82.68,3.17,mastered,0,continue,M0038,2026-04-21
U01622,English,Grammar,hard,20,14,6,70.0,1,43,62.88,68.74,5.86,partial,0,review,M0034,2026-01-31
U01623,Business,Business Communication,easy,10,7,3,70.0,4,68,62.44,65.84,3.4,partial,0,review,M0090,2026-02-13
U01624,Mathematics,Linear Equations,medium,20,14,6,70.0,1,48,66.59,70.53,3.94,partial,0,review,M0015,2026-01-12
U01625,Science,Ecosystem,easy,10,7,3,70.0,2,57,74.21,83.4,9.19,partial,0,review,M0055,2026-01-27
U01626,Mathematics,Algebra Basics,easy,15,14,1,93.33,1,24,87.08,91.75,4.67,mastered,0,continue,M0004,2026-04-18
U01627,Mathematics,Statistics,medium,15,9,6,60.0,3,45,56.7,66.74,10.04,partial,0,review,M0010,2026-03-09
U01628,Programming,Functions,medium,5,2,3,40.0,3,43,47.69,64.55,16.86,weak,1,remedial,M0027,2026-03-10
U01629,English,Tenses,easy,15,12,3,80.0,4,49,85.57,86.28,0.71,mastered,0,continue,M0041,2026-03-05
U01630,Digital Literacy,File Management,easy,20,12,8,60.0,1,25,65.33,75.25,9.92,partial,0,review,M0068,2026-04-17
U01631,Digital Literacy,Online Collaboration,medium,5,4,1,80.0,1,23,76.49,80.86,4.37,mastered,0,continue,M0072,2026-02-09
U01632,Digital Literacy,Internet Safety,easy,10,9,1,90.0,4,58,87.24,88.03,0.79,mastered,0,continue,M0062,2026-02-02
U01633,Digital Literacy,Data Privacy,medium,10,9,1,90.0,2,34,94.02,97.02,3.0,mastered,0,continue,M0066,2026-01-16
U01634,English,Vocabulary,medium,10,9,1,90.0,4,50,83.63,85.21,1.58,mastered,0,continue,M0032,2026-03-02
U01635,Programming,Loops,easy,5,4,1,80.0,3,60,78.75,81.48,2.73,mastered,0,continue,M0022,2026-03-17
U01636,Digital Literacy,File Management,hard,10,2,8,20.0,1,45,12.06,25.94,13.88,weak,1,remedial,M0069,2026-05-27
U01637,Mathematics,Linear Equations,medium,15,6,9,40.0,3,42,43.85,57.3,13.45,weak,1,remedial,M0014,2026-03-12
U01638,English,Writing,medium,15,14,1,93.33,1,33,100,100,0,mastered,0,continue,M0045,2026-05-03
U01639,Programming,Data Structures,easy,5,5,0,100.0,1,28,97.03,100,2.97,mastered,0,continue,M0029,2026-01-23
U01640,Programming,Loops,medium,10,3,7,30.0,4,57,32.14,65.77,33.63,weak,1,remedial,M0022,2026-03-24
U01641,English,Vocabulary,medium,20,6,14,30.0,1,35,23.71,41.27,17.56,weak,1,remedial,M0031,2026-04-18
U01642,English,Vocabulary,easy,20,9,11,45.0,2,50,45.46,74.61,29.15,weak,1,remedial,M0032,2026-01-01
U01643,Business,Entrepreneurship,medium,20,6,14,30.0,1,39,37.59,55.75,18.16,weak,1,remedial,M0085,2026-03-08
U01644,Science,Cells,medium,15,5,10,33.33,1,44,37.03,52.48,15.45,weak,1,remedial,M0047,2026-03-24
U01645,Programming,Data Structures,medium,10,6,4,60.0,4,49,57.79,71.96,14.17,partial,0,review,M0030,2026-05-28
U01646,Programming,Conditional Logic,easy,15,11,4,73.33,2,38,73.37,84.26,10.89,partial,0,review,M0021,2026-03-09
U01647,Digital Literacy,Online Collaboration,easy,5,1,4,20.0,1,32,21.06,34.03,12.97,weak,1,remedial,M0070,2026-01-19
U01648,English,Reading Comprehension,easy,5,3,2,60.0,1,39,63.91,75.21,11.3,partial,0,review,M0039,2026-04-30
U01649,Mathematics,Algebra Basics,medium,20,11,9,55.0,2,32,49.23,73.92,24.69,weak,1,remedial,M0005,2026-01-23
U01650,Business,Financial Literacy,medium,5,3,2,60.0,1,37,57.56,65.0,7.44,partial,0,review,M0079,2026-03-03
U01651,Science,Matter,easy,5,4,1,80.0,1,34,86.38,89.55,3.17,mastered,0,continue,M0060,2026-03-20
U01652,Business,Entrepreneurship,easy,5,4,1,80.0,3,36,82.58,86.28,3.7,mastered,0,continue,M0087,2026-01-11
U01653,Programming,Loops,medium,10,8,2,80.0,2,52,73.6,77.85,4.25,mastered,0,continue,M0022,2026-01-24
U01654,Science,Cells,hard,10,7,3,70.0,2,35,65.86,73.65,7.79,partial,0,review,M0048,2026-05-03
U01655,Mathematics,Algebra Basics,medium,15,13,2,86.67,2,43,79.59,79.94,0.35,mastered,0,continue,M0006,2026-03-30
U01656,Digital Literacy,Internet Safety,easy,5,5,0,100.0,1,44,100,100,0,mastered,0,continue,M0061,2026-01-07
U01657,Science,Ecosystem,easy,10,1,9,10.0,3,42,2.03,35.1,33.07,weak,1,remedial,M0057,2026-04-04
U01658,Business,Customer Service,easy,15,13,2,86.67,5,52,82.53,82.9,0.37,mastered,0,continue,M0082,2026-02-15
U01659,Mathematics,Geometry,easy,5,2,3,40.0,1,51,33.83,54.61,20.78,weak,1,remedial,M0008,2026-01-15
U01660,Business,Marketing Basics,medium,20,8,12,40.0,1,38,33.02,66.88,33.86,weak,1,remedial,M0078,2026-03-25
U01661,Digital Literacy,Internet Safety,medium,15,11,4,73.33,2,44,67.21,75.09,7.88,partial,0,review,M0062,2026-01-14
U01662,Science,Ecosystem,medium,20,19,1,95.0,2,45,99.52,100,0.48,mastered,0,continue,M0057,2026-04-06
U01663,Mathematics,Geometry,easy,10,4,6,40.0,1,42,46.06,59.42,13.36,weak,1,remedial,M0008,2026-04-07
U01664,Programming,Loops,hard,5,3,2,60.0,2,27,63.68,73.23,9.55,partial,0,review,M0022,2026-02-28
U01665,English,Writing,hard,15,8,7,53.33,1,38,52.65,81.8,29.15,weak,1,remedial,M0043,2026-01-21
U01666,English,Writing,medium,10,5,5,50.0,5,48,42.99,74.16,31.17,weak,1,remedial,M0044,2026-05-06
U01667,English,Writing,easy,15,11,4,73.33,1,23,72.78,75.81,3.03,partial,0,review,M0044,2026-05-29
U01668,Science,Cells,hard,20,1,19,5.0,1,54,2.99,27.07,24.08,weak,1,remedial,M0048,2026-03-06
U01669,Digital Literacy,Internet Safety,medium,5,3,2,60.0,3,49,63.34,70.94,7.6,partial,0,review,M0061,2026-03-27
U01670,Science,Force and Motion,medium,15,15,0,100.0,1,70,95.69,99.67,3.98,mastered,0,continue,M0051,2026-03-25
U01671,Business,Financial Literacy,easy,5,4,1,80.0,2,38,79.77,83.83,4.06,mastered,0,continue,M0081,2026-01-11
U01672,Digital Literacy,Internet Safety,easy,10,5,5,50.0,4,65,51.38,73.28,21.9,weak,1,remedial,M0061,2026-03-16
U01673,Programming,Loops,hard,5,1,4,20.0,2,59,22.03,34.42,12.39,weak,1,remedial,M0023,2026-05-07
U01674,Business,Customer Service,easy,5,5,0,100.0,1,28,97.56,98.14,0.58,mastered,0,continue,M0083,2026-05-09
U01675,Programming,Conditional Logic,easy,15,13,2,86.67,1,35,91.92,92.56,0.64,mastered,0,continue,M0021,2026-03-04
U01676,Business,Customer Service,easy,5,2,3,40.0,2,27,40.14,64.78,24.64,weak,1,remedial,M0084,2026-03-07
U01677,English,Reading Comprehension,medium,15,9,6,60.0,1,33,57.81,64.52,6.71,partial,0,review,M0037,2026-03-16
U01678,Business,Customer Service,easy,10,6,4,60.0,1,45,61.54,67.23,5.69,partial,0,review,M0083,2026-05-08
U01679,English,Reading Comprehension,medium,10,7,3,70.0,1,46,64.34,72.67,8.33,partial,0,review,M0037,2026-05-04
U01680,English,Grammar,hard,5,1,4,20.0,1,38,27.88,51.15,23.27,weak,1,remedial,M0036,2026-02-18
U01681,Business,Entrepreneurship,medium,10,4,6,40.0,1,59,41.93,56.46,14.53,weak,1,remedial,M0085,2026-05-08
U01682,Business,Business Communication,easy,10,8,2,80.0,1,45,74.37,78.25,3.88,mastered,0,continue,M0090,2026-01-09
U01683,Mathematics,Linear Equations,medium,20,9,11,45.0,1,46,45.05,75.43,30.38,weak,1,remedial,M0013,2026-05-01
U01684,Programming,Loops,easy,15,12,3,80.0,1,20,87.58,91.34,3.76,mastered,0,continue,M0023,2026-04-23
U01685,Science,Cells,easy,10,7,3,70.0,2,18,69.22,79.89,10.67,partial,0,review,M0046,2026-05-20
U01686,English,Reading Comprehension,medium,20,16,4,80.0,1,33,83.56,84.43,0.87,mastered,0,continue,M0038,2026-02-10
U01687,Programming,Data Structures,easy,15,14,1,93.33,4,21,89.42,91.54,2.12,mastered,0,continue,M0029,2026-02-02
U01688,Programming,Functions,hard,20,3,17,15.0,1,57,17.35,34.6,17.25,weak,1,remedial,M0027,2026-05-05
U01689,Programming,Variables,easy,5,2,3,40.0,2,35,32.08,50.76,18.68,weak,1,remedial,M0018,2026-03-08
U01690,Programming,Functions,medium,5,4,1,80.0,4,63,75.59,76.89,1.3,mastered,0,continue,M0026,2026-05-24
U01691,Science,Energy,medium,20,6,14,30.0,4,50,27.08,38.5,11.42,weak,1,remedial,M0054,2026-01-28
U01692,English,Writing,easy,20,20,0,100.0,2,37,95.05,95.42,0.37,mastered,0,continue,M0045,2026-05-05
U01693,English,Tenses,easy,10,8,2,80.0,1,18,72.23,75.07,2.84,mastered,0,continue,M0042,2026-02-26
U01694,Programming,Data Structures,hard,15,2,13,13.33,2,53,7.62,26.25,18.63,weak,1,remedial,M0028,2026-05-06
U01695,English,Tenses,hard,5,2,3,40.0,1,36,44.52,64.05,19.53,weak,1,remedial,M0040,2026-05-20
U01696,Mathematics,Statistics,easy,15,15,0,100.0,3,53,100,100,0,mastered,0,continue,M0012,2026-04-07
U01697,Digital Literacy,Data Privacy,medium,5,1,4,20.0,1,44,18.81,49.71,30.9,weak,1,remedial,M0066,2026-02-08
U01698,Business,Financial Literacy,medium,20,11,9,55.0,1,22,59.79,85.7,25.91,weak,1,remedial,M0079,2026-03-26
U01699,Business,Entrepreneurship,hard,15,2,13,13.33,1,48,9.09,38.54,29.45,weak,1,remedial,M0086,2026-04-26
U01700,Science,Ecosystem,easy,10,2,8,20.0,1,25,21.08,31.87,10.79,weak,1,remedial,M0055,2026-04-22
U01701,Business,Customer Service,hard,5,2,3,40.0,3,56,37.51,59.06,21.55,weak,1,remedial,M0082,2026-03-04
U01702,Business,Entrepreneurship,easy,10,5,5,50.0,3,21,52.11,65.31,13.2,weak,1,remedial,M0086,2026-03-16
U01703,Science,Energy,easy,15,9,6,60.0,1,31,58.68,71.39,12.71,partial,0,review,M0052,2026-05-15
U01704,Digital Literacy,Online Collaboration,hard,20,16,4,80.0,1,56,77.66,80.71,3.05,mastered,0,continue,M0070,2026-05-21
U01705,Mathematics,Fractions,medium,20,13,7,65.0,1,33,57.23,64.73,7.5,partial,0,review,M0002,2026-05-25
U01706,English,Grammar,medium,20,11,9,55.0,3,51,51.67,76.47,24.8,weak,1,remedial,M0034,2026-04-07
U01707,Business,Customer Service,medium,5,2,3,40.0,2,37,36.97,48.25,11.28,weak,1,remedial,M0084,2026-03-14
U01708,Business,Entrepreneurship,easy,15,6,9,40.0,1,26,33.8,59.7,25.9,weak,1,remedial,M0087,2026-04-13
U01709,Mathematics,Fractions,medium,20,14,6,70.0,4,40,64.93,75.61,10.68,partial,0,review,M0002,2026-02-22
U01710,Science,Ecosystem,medium,10,8,2,80.0,1,27,74.27,75.74,1.47,mastered,0,continue,M0057,2026-02-15
U01711,Mathematics,Geometry,easy,20,12,8,60.0,3,48,65.69,73.86,8.17,partial,0,review,M0007,2026-01-01
U01712,Business,Business Communication,medium,20,5,15,25.0,2,61,26.05,42.93,16.88,weak,1,remedial,M0088,2026-04-18
U01713,English,Writing,easy,5,4,1,80.0,2,40,84.0,86.04,2.04,mastered,0,continue,M0043,2026-03-01
U01714,Business,Customer Service,medium,15,12,3,80.0,3,35,85.04,88.86,3.82,mastered,0,continue,M0083,2026-05-06
U01715,Science,Energy,easy,15,13,2,86.67,4,45,91.91,96.24,4.33,mastered,0,continue,M0052,2026-04-27
U01716,Business,Entrepreneurship,medium,5,2,3,40.0,1,40,33.72,61.45,27.73,weak,1,remedial,M0085,2026-02-16
U01717,Business,Customer Service,easy,15,10,5,66.67,2,24,66.77,76.68,9.91,partial,0,review,M0082,2026-05-24
U01718,Mathematics,Linear Equations,medium,10,6,4,60.0,1,40,56.9,69.29,12.39,partial,0,review,M0014,2026-02-02
U01719,Business,Business Communication,medium,10,7,3,70.0,5,62,68.83,74.02,5.19,partial,0,review,M0089,2026-03-29
U01720,Digital Literacy,Data Privacy,hard,20,10,10,50.0,1,31,49.57,84.36,34.79,weak,1,remedial,M0065,2026-05-10
U01721,Science,Energy,medium,15,3,12,20.0,1,40,15.33,44.43,29.1,weak,1,remedial,M0053,2026-04-06
U01722,Mathematics,Linear Equations,medium,20,9,11,45.0,3,41,52.59,86.2,33.61,weak,1,remedial,M0014,2026-04-08
U01723,English,Tenses,medium,5,4,1,80.0,1,55,86.34,89.76,3.42,mastered,0,continue,M0041,2026-02-21
U01724,Digital Literacy,Online Collaboration,hard,5,1,4,20.0,1,58,26.12,41.07,14.95,weak,1,remedial,M0072,2026-02-04
U01725,Mathematics,Algebra Basics,easy,5,5,0,100.0,2,28,100,100,0,mastered,0,continue,M0006,2026-05-06
U01726,Digital Literacy,File Management,medium,20,3,17,15.0,5,62,13.28,44.7,31.42,weak,1,remedial,M0069,2026-05-27
U01727,Digital Literacy,File Management,easy,5,3,2,60.0,1,14,67.98,73.66,5.68,partial,0,review,M0068,2026-02-15
U01728,Digital Literacy,File Management,medium,20,17,3,85.0,1,49,87.1,89.12,2.02,mastered,0,continue,M0067,2026-03-13
U01729,Business,Financial Literacy,hard,5,0,5,0.0,4,65,0,34.62,34.62,weak,1,remedial,M0079,2026-01-09
U01730,Digital Literacy,File Management,medium,5,4,1,80.0,3,74,83.57,84.66,1.09,mastered,0,continue,M0067,2026-03-18
U01731,Business,Financial Literacy,easy,15,10,5,66.67,1,31,64.12,68.16,4.04,partial,0,review,M0080,2026-03-28
U01732,Mathematics,Statistics,medium,20,15,5,75.0,4,52,70.43,79.57,9.14,partial,0,review,M0012,2026-04-25
U01733,Science,Cells,medium,20,7,13,35.0,1,45,35.72,58.24,22.52,weak,1,remedial,M0046,2026-04-18
U01734,English,Tenses,hard,15,6,9,40.0,5,69,43.81,66.09,22.28,weak,1,remedial,M0041,2026-03-15
U01735,English,Tenses,medium,20,19,1,95.0,5,58,97.52,99.98,2.46,mastered,0,continue,M0041,2026-01-01
U01736,Programming,Data Structures,easy,5,5,0,100.0,2,39,95.83,98.85,3.02,mastered,0,continue,M0029,2026-05-03
U01737,Digital Literacy,Data Privacy,medium,10,10,0,100.0,1,24,100,100,0,mastered,0,continue,M0065,2026-03-31
U01738,Programming,Conditional Logic,easy,5,4,1,80.0,2,31,80.36,82.24,1.88,mastered,0,continue,M0021,2026-03-07
U01739,Digital Literacy,Online Collaboration,easy,10,10,0,100.0,1,5,100,100,0,mastered,0,continue,M0071,2026-04-24
U01740,Business,Financial Literacy,medium,20,10,10,50.0,1,46,51.69,77.04,25.35,weak,1,remedial,M0080,2026-04-11
U01741,Mathematics,Algebra Basics,easy,15,4,11,26.67,1,33,19.1,44.65,25.55,weak,1,remedial,M0006,2026-05-11
U01742,Science,Ecosystem,hard,10,5,5,50.0,1,29,46.59,76.46,29.87,weak,1,remedial,M0055,2026-04-08
U01743,English,Writing,medium,5,4,1,80.0,1,31,77.18,78.39,1.21,mastered,0,continue,M0043,2026-01-03
U01744,Programming,Functions,easy,20,19,1,95.0,1,16,87.4,90.46,3.06,mastered,0,continue,M0027,2026-01-21
U01745,English,Reading Comprehension,medium,15,5,10,33.33,1,33,26.16,49.95,23.79,weak,1,remedial,M0038,2026-04-22
U01746,Digital Literacy,File Management,medium,5,3,2,60.0,1,34,64.56,77.25,12.69,partial,0,review,M0069,2026-05-05
U01747,English,Vocabulary,medium,5,3,2,60.0,2,34,61.04,65.66,4.62,partial,0,review,M0033,2026-03-02
U01748,Mathematics,Algebra Basics,medium,5,5,0,100.0,1,31,100,100,0,mastered,0,continue,M0006,2026-05-16
U01749,Digital Literacy,Online Collaboration,easy,5,5,0,100.0,2,51,97.96,100,2.04,mastered,0,continue,M0071,2026-05-16
U01750,Science,Cells,easy,20,18,2,90.0,4,43,92.3,95.78,3.48,mastered,0,continue,M0047,2026-03-26
U01751,Science,Matter,hard,10,4,6,40.0,3,38,38.2,69.37,31.17,weak,1,remedial,M0060,2026-02-01
U01752,Mathematics,Algebra Basics,medium,15,5,10,33.33,3,41,25.45,58.11,32.66,weak,1,remedial,M0006,2026-03-04
U01753,Mathematics,Geometry,medium,10,6,4,60.0,1,34,60.86,64.24,3.38,partial,0,review,M0009,2026-04-03
U01754,Digital Literacy,Basic Troubleshooting,medium,10,3,7,30.0,2,37,31.94,64.71,32.77,weak,1,remedial,M0074,2026-01-28
U01755,English,Writing,hard,5,1,4,20.0,1,44,25.88,46.05,20.17,weak,1,remedial,M0044,2026-04-17
U01756,Programming,Functions,medium,15,5,10,33.33,1,39,32.18,46.79,14.61,weak,1,remedial,M0026,2026-03-10
U01757,Digital Literacy,File Management,medium,5,4,1,80.0,3,55,73.31,74.31,1.0,mastered,0,continue,M0069,2026-02-20
U01758,English,Tenses,easy,5,2,3,40.0,2,50,44.9,57.66,12.76,weak,1,remedial,M0041,2026-01-20
U01759,Digital Literacy,Online Collaboration,medium,10,4,6,40.0,1,43,39.63,64.0,24.37,weak,1,remedial,M0071,2026-01-27
U01760,Business,Entrepreneurship,easy,15,14,1,93.33,1,26,100,100,0,mastered,0,continue,M0085,2026-04-26
U01761,Mathematics,Statistics,easy,5,5,0,100.0,5,48,95.0,97.13,2.13,mastered,0,continue,M0012,2026-03-11
U01762,Mathematics,Linear Equations,easy,15,13,2,86.67,2,46,93.96,96.29,2.33,mastered,0,continue,M0015,2026-04-11
U01763,Science,Cells,hard,5,0,5,0.0,2,66,0,33.2,33.2,weak,1,remedial,M0047,2026-04-09
U01764,English,Reading Comprehension,easy,10,9,1,90.0,5,56,84.93,85.96,1.03,mastered,0,continue,M0038,2026-02-26
U01765,Science,Matter,hard,5,3,2,60.0,2,44,52.84,65.37,12.53,partial,0,review,M0059,2026-02-23
U01766,Digital Literacy,Online Collaboration,hard,15,11,4,73.33,3,68,75.06,88.32,13.26,partial,0,review,M0072,2026-02-21
U01767,Science,Energy,medium,5,3,2,60.0,1,38,59.4,73.36,13.96,partial,0,review,M0052,2026-05-18
U01768,Business,Business Communication,easy,15,7,8,46.67,2,46,45.52,65.72,20.2,weak,1,remedial,M0089,2026-04-27
U01769,Mathematics,Algebra Basics,easy,5,5,0,100.0,3,46,100,100,0,mastered,0,continue,M0005,2026-03-15
U01770,Business,Customer Service,medium,20,7,13,35.0,3,58,42.25,70.34,28.09,weak,1,remedial,M0084,2026-05-25
U01771,Business,Financial Literacy,hard,15,10,5,66.67,1,51,73.25,77.43,4.18,partial,0,review,M0079,2026-02-12
U01772,Science,Force and Motion,medium,20,17,3,85.0,3,62,83.29,84.98,1.69,mastered,0,continue,M0050,2026-04-17
U01773,Digital Literacy,Internet Safety,easy,20,18,2,90.0,1,27,93.59,93.65,0.06,mastered,0,continue,M0063,2026-05-24
U01774,Science,Ecosystem,hard,20,11,9,55.0,1,44,50.48,83.53,33.05,weak,1,remedial,M0056,2026-02-23
U01775,English,Grammar,easy,20,2,18,10.0,1,19,13.98,25.93,11.95,weak,1,remedial,M0035,2026-04-01
U01776,Science,Ecosystem,easy,5,5,0,100.0,1,44,100,100,0,mastered,0,continue,M0055,2026-02-18
U01777,Mathematics,Geometry,medium,15,6,9,40.0,1,55,36.67,55.63,18.96,weak,1,remedial,M0007,2026-05-23
U01778,English,Vocabulary,medium,10,10,0,100.0,2,41,100,100,0,mastered,0,continue,M0032,2026-02-24
